PathwayID,NodeInfo,EdgeInfo
hsa00010,ALDOA; ALDH2; ALDH3A1; AKR1A1; ADH1A; PDHA1; DLAT; LDHAL6A; PKLR; ENO1; PGAM4; GAPDH; TPI1; PFKL; FBP1; GPI; PGM1; HK1; GCK; GALM; G6PC1; DLD; PGK1; PCK1; ACSS2; ADPGK; MINPP1,"(ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, TPI1); (ALDOA, GAPDH); (ALDOA, GAPDH); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, TPI1); (ALDOA, GAPDH); (ALDOA, GAPDH); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, TPI1); (ALDOA, GAPDH); (ALDOA, GAPDH); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, AKR1A1); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, AKR1A1); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, AKR1A1); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, AKR1A1); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, ADH1A); (ALDH2, AKR1A1); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, AKR1A1); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, AKR1A1); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, ADH1A); (ALDH3A1, AKR1A1); (PDHA1, DLAT); (PDHA1, DLD); (PDHA1, PKLR); (PDHA1, PKLR); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, DLAT); (PDHA1, DLD); (PDHA1, PKLR); (PDHA1, PKLR); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, DLAT); (PDHA1, DLD); (PDHA1, PKLR); (PDHA1, PKLR); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (PDHA1, LDHAL6A); (DLAT, DLD); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (LDHAL6A, PKLR); (PKLR, ENO1); (PKLR, ENO1); (PKLR, ENO1); (PKLR, ENO1); (PKLR, ENO1); (PKLR, ENO1); (PKLR, ENO1); (PKLR, ENO1); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (ENO1, PGAM4); (PGAM4, PGK1); (PGAM4, PGK1); (PGAM4, MINPP1); (PGAM4, PGK1); (PGAM4, PGK1); (PGAM4, MINPP1); (PGAM4, PGK1); (PGAM4, PGK1); (PGAM4, MINPP1); (PGAM4, PGK1); (PGAM4, PGK1); (PGAM4, PGAM4); (PGAM4, PGAM4); (PGAM4, PGAM4); (PGAM4, PGAM4); (PGAM4, MINPP1); (GAPDH, PGK1); (GAPDH, PGK1); (GAPDH, PGAM4); (GAPDH, PGK1); (GAPDH, PGK1); (GAPDH, PGAM4); (TPI1, ALDOA); (TPI1, ALDOA); (TPI1, ALDOA); (TPI1, GAPDH); (TPI1, GAPDH); (PFKL, GPI); (PFKL, GPI); (PFKL, GPI); (FBP1, GPI); (FBP1, GPI); (GPI, G6PC1); (GPI, G6PC1); (GPI, G6PC1); (GPI, HK1); (GPI, HK1); (GPI, HK1); (GPI, HK1); (GPI, GCK); (GPI, PGM1); (GPI, PGM1); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, GCK); (PGM1, GPI); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, GCK); (PGM1, GPI); (HK1, GALM); (HK1, GPI); (HK1, GALM); (HK1, GPI); (HK1, GALM); (HK1, GPI); (HK1, GALM); (HK1, GPI); (GCK, GALM); (GCK, GPI); (GALM, HK1); (GALM, HK1); (GALM, HK1); (GALM, HK1); (GALM, GCK); (GALM, G6PC1); (GALM, G6PC1); (GALM, G6PC1); (GALM, ADPGK); (PGK1, PGAM4); (PGK1, PGAM4); (PCK1, ENO1); (PCK1, ENO1); (PCK1, ENO1); (PCK1, ENO1); (PCK1, PKLR); (PCK1, PKLR); (PCK1, ENO1); (PCK1, ENO1); (PCK1, ENO1); (PCK1, ENO1); (PCK1, PKLR); (PCK1, PKLR); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH3A1); (ACSS2, ALDH3A1); (ACSS2, ALDH3A1); (ACSS2, DLAT); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH2); (ACSS2, ALDH3A1); (ACSS2, ALDH3A1); (ACSS2, ALDH3A1); (ACSS2, DLAT); (ADPGK, GPI); (ADPGK, PGM1); (ADPGK, PGM1); (MINPP1, ENO1); (MINPP1, ENO1); (MINPP1, ENO1); (MINPP1, ENO1)"
hsa00020,DLD; OGDH; DLST; SUCLG2; IDH1; IDH3A; ACLY; FH; ACO1; CS; MDH1; PC; PDHA1; DLAT; PCK1; SDHA,"(DLD, OGDH); (DLD, OGDH); (DLD, PDHA1); (DLD, PDHA1); (DLD, PDHA1); (DLD, DLAT); (OGDH, IDH3A); (OGDH, IDH3A); (OGDH, IDH3A); (OGDH, IDH1); (OGDH, IDH1); (OGDH, IDH3A); (OGDH, IDH3A); (OGDH, IDH3A); (OGDH, IDH1); (OGDH, IDH1); (DLST, OGDH); (DLST, OGDH); (DLST, DLD); (SUCLG2, DLST); (SUCLG2, DLST); (SUCLG2, DLST); (IDH1, IDH3A); (IDH1, IDH3A); (IDH1, IDH3A); (IDH1, IDH3A); (IDH1, IDH3A); (IDH1, IDH3A); (IDH3A, IDH1); (IDH3A, IDH1); (IDH3A, IDH1); (IDH3A, IDH1); (IDH3A, IDH1); (IDH3A, IDH1); (ACLY, PC); (ACLY, PCK1); (ACLY, PCK1); (ACLY, ACO1); (ACLY, ACO1); (FH, SDHA); (FH, SDHA); (FH, SDHA); (FH, SDHA); (ACO1, IDH1); (ACO1, IDH1); (ACO1, IDH3A); (ACO1, IDH3A); (ACO1, IDH3A); (ACO1, IDH1); (ACO1, IDH1); (ACO1, IDH3A); (ACO1, IDH3A); (ACO1, IDH3A); (CS, PC); (CS, PCK1); (CS, PCK1); (CS, ACO1); (CS, ACO1); (MDH1, ACLY); (MDH1, CS); (MDH1, PC); (MDH1, PCK1); (MDH1, PCK1); (MDH1, FH); (MDH1, ACLY); (MDH1, CS); (MDH1, PC); (MDH1, PCK1); (MDH1, PCK1); (MDH1, FH); (PC, PCK1); (PC, PCK1); (PDHA1, PC); (PDHA1, PDHA1); (PDHA1, PDHA1); (PDHA1, PDHA1); (PDHA1, PC); (PDHA1, PDHA1); (PDHA1, PDHA1); (PDHA1, PDHA1); (PDHA1, PC); (PDHA1, PDHA1); (PDHA1, PDHA1); (PDHA1, PDHA1); (DLAT, CS); (DLAT, ACLY); (DLAT, PDHA1); (DLAT, PDHA1); (DLAT, PDHA1); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2); (SDHA, SUCLG2)"
hsa00030,GPI; RBKS; PGM2; DERA; PRPS1L1; TKT; RPIA; RPE; ALDOA; PFKL; FBP1; PGD; PGLS; G6PD; IDNK; RGN; TALDO1; PGM1; GLYCTK; H6PD; SHPK,"(GPI, G6PD); (GPI, TALDO1); (GPI, H6PD); (RBKS, RPIA); (RBKS, TKT); (RBKS, TKT); (RBKS, TKT); (RBKS, PGM1); (RBKS, PGM2); (RBKS, DERA); (PGM2, RPIA); (PGM2, TKT); (PGM2, TKT); (PGM2, TKT); (PGM2, RBKS); (PGM2, DERA); (DERA, ALDOA); (DERA, ALDOA); (DERA, ALDOA); (DERA, TKT); (DERA, TKT); (DERA, TKT); (DERA, TALDO1); (PRPS1L1, RPIA); (PRPS1L1, TKT); (PRPS1L1, TKT); (PRPS1L1, TKT); (PRPS1L1, RBKS); (PRPS1L1, PGM2); (PRPS1L1, PGM1); (PRPS1L1, RPIA); (PRPS1L1, TKT); (PRPS1L1, TKT); (PRPS1L1, TKT); (PRPS1L1, RBKS); (PRPS1L1, PGM2); (PRPS1L1, PGM1); (PRPS1L1, RPIA); (PRPS1L1, TKT); (PRPS1L1, TKT); (PRPS1L1, TKT); (PRPS1L1, RBKS); (PRPS1L1, PGM2); (PRPS1L1, PGM1); (TKT, RPIA); (TKT, PGM1); (TKT, PGM2); (TKT, TALDO1); (TKT, GPI); (TKT, PFKL); (TKT, PFKL); (TKT, PFKL); (TKT, FBP1); (TKT, FBP1); (TKT, ALDOA); (TKT, ALDOA); (TKT, ALDOA); (TKT, RPE); (TKT, RPE); (TKT, RPIA); (TKT, PGM1); (TKT, PGM2); (TKT, TALDO1); (TKT, GPI); (TKT, PFKL); (TKT, PFKL); (TKT, PFKL); (TKT, FBP1); (TKT, FBP1); (TKT, ALDOA); (TKT, ALDOA); (TKT, ALDOA); (TKT, RPE); (TKT, RPE); (TKT, RPIA); (TKT, PGM1); (TKT, PGM2); (TKT, TALDO1); (TKT, GPI); (TKT, PFKL); (TKT, PFKL); (TKT, PFKL); (TKT, FBP1); (TKT, FBP1); (TKT, ALDOA); (TKT, ALDOA); (TKT, ALDOA); (TKT, RPE); (TKT, RPE); (RPIA, PGD); (RPIA, RPE); (RPIA, RPE); (RPIA, PGM1); (RPIA, PGM2); (RPE, PGD); (RPE, TKT); (RPE, TKT); (RPE, TKT); (RPE, PGD); (RPE, TKT); (RPE, TKT); (RPE, TKT); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, TKT); (ALDOA, TKT); (ALDOA, TKT); (ALDOA, TALDO1); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, TKT); (ALDOA, TKT); (ALDOA, TKT); (ALDOA, TALDO1); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, PFKL); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, TKT); (ALDOA, TKT); (ALDOA, TKT); (ALDOA, TALDO1); (PFKL, GPI); (PFKL, TALDO1); (PFKL, GPI); (PFKL, TALDO1); (PFKL, GPI); (PFKL, TALDO1); (FBP1, GPI); (FBP1, TALDO1); (FBP1, GPI); (FBP1, TALDO1); (PGD, PGLS); (PGD, IDNK); (PGD, H6PD); (PGLS, IDNK); (PGLS, G6PD); (PGLS, H6PD); (PGLS, PGD); (G6PD, H6PD); (G6PD, PGLS); (IDNK, RGN); (TALDO1, TKT); (TALDO1, TKT); (TALDO1, TKT); (TALDO1, SHPK); (H6PD, IDNK); (H6PD, PGD); (SHPK, TKT); (SHPK, TKT); (SHPK, TKT)"
hsa00040,GUSB; FGGY; RPE; CRPPA; XYLB; AKR1B1; DCXR; CRYL1; UGP2; UGT2B11; UGDH; DHDH; SORD; AKR1A1,"(GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, AKR1A1); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, UGT2B11); (GUSB, AKR1A1); (FGGY, RPE); (FGGY, RPE); (RPE, XYLB); (RPE, XYLB); (AKR1B1, SORD); (AKR1B1, SORD); (AKR1B1, SORD); (DCXR, AKR1B1); (DCXR, AKR1B1); (DCXR, AKR1B1); (UGP2, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (UGT2B11, UGDH); (DHDH, AKR1B1); (DHDH, AKR1B1); (DHDH, AKR1B1); (SORD, DCXR); (AKR1A1, CRYL1)"
hsa00051,AKR1B1; SORD; KHK; HK1; PFKFB1; MPI; PMM1; FPGT; GFUS; GMDS; GMPPB; PFKL; TPI1; ALDOA; TKFC; FBP1; FCSK; ENOSF1,"(AKR1B1, SORD); (AKR1B1, SORD); (AKR1B1, SORD); (SORD, KHK); (SORD, HK1); (SORD, HK1); (SORD, HK1); (SORD, HK1); (KHK, HK1); (KHK, HK1); (KHK, HK1); (KHK, HK1); (KHK, ALDOA); (KHK, ALDOA); (KHK, ALDOA); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKL); (HK1, PFKL); (HK1, PFKL); (HK1, FBP1); (HK1, FBP1); (HK1, MPI); (HK1, PMM1); (HK1, PMM1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKL); (HK1, PFKL); (HK1, PFKL); (HK1, FBP1); (HK1, FBP1); (HK1, MPI); (HK1, PMM1); (HK1, PMM1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKL); (HK1, PFKL); (HK1, PFKL); (HK1, FBP1); (HK1, FBP1); (HK1, MPI); (HK1, PMM1); (HK1, PMM1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKFB1); (HK1, PFKL); (HK1, PFKL); (HK1, PFKL); (HK1, FBP1); (HK1, FBP1); (HK1, MPI); (HK1, PMM1); (HK1, PMM1); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, FBP1); (PFKFB1, FBP1); (PFKFB1, MPI); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, FBP1); (PFKFB1, FBP1); (PFKFB1, MPI); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, FBP1); (PFKFB1, FBP1); (PFKFB1, MPI); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, FBP1); (PFKFB1, FBP1); (PFKFB1, MPI); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, PFKL); (PFKFB1, FBP1); (PFKFB1, FBP1); (PFKFB1, MPI); (MPI, PFKL); (MPI, PFKL); (MPI, PFKL); (MPI, FBP1); (MPI, FBP1); (MPI, PMM1); (MPI, PMM1); (PMM1, GMPPB); (PMM1, GMPPB); (PMM1, GMPPB); (PMM1, GMPPB); (FPGT, GFUS); (FPGT, FCSK); (GFUS, GMDS); (GMDS, GMPPB); (GMDS, GMPPB); (PFKL, ALDOA); (PFKL, ALDOA); (PFKL, ALDOA); (PFKL, ALDOA); (PFKL, ALDOA); (PFKL, ALDOA); (PFKL, ALDOA); (PFKL, ALDOA); (PFKL, ALDOA); (TPI1, ALDOA); (TPI1, ALDOA); (TPI1, ALDOA); (TPI1, TKFC); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, TKFC); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, TKFC); (ALDOA, FBP1); (ALDOA, FBP1); (ALDOA, TKFC); (TKFC, ALDOA); (TKFC, ALDOA); (TKFC, ALDOA)"
hsa00052,GLA; PFKL; GAA; AKR1B1; GCK; HK1; LCT; GLB1; PGM1; B4GALT1; GALE; UGP2; G6PC1; SI; GALK1; GALM; GALT,"(GLA, LCT); (GLA, GLA); (GLA, GLB1); (GLA, GAA); (GLA, GAA); (GLA, GAA); (GLA, GAA); (GLA, SI); (AKR1B1, GLB1); (AKR1B1, LCT); (AKR1B1, GLA); (AKR1B1, GLB1); (AKR1B1, LCT); (AKR1B1, GLA); (AKR1B1, GLB1); (AKR1B1, LCT); (AKR1B1, GLA); (GCK, LCT); (GCK, GLB1); (GCK, PGM1); (GCK, PGM1); (HK1, LCT); (HK1, GLB1); (HK1, PGM1); (HK1, PGM1); (HK1, LCT); (HK1, GLB1); (HK1, PGM1); (HK1, PGM1); (HK1, LCT); (HK1, GLB1); (HK1, PGM1); (HK1, PGM1); (HK1, LCT); (HK1, GLB1); (HK1, PGM1); (HK1, PGM1); (LCT, G6PC1); (LCT, G6PC1); (LCT, G6PC1); (LCT, B4GALT1); (LCT, B4GALT1); (LCT, B4GALT1); (GLB1, G6PC1); (GLB1, G6PC1); (GLB1, G6PC1); (GLB1, B4GALT1); (GLB1, B4GALT1); (GLB1, B4GALT1); (PGM1, UGP2); (PGM1, UGP2); (B4GALT1, GALT); (B4GALT1, GALE); (B4GALT1, GALT); (B4GALT1, GALE); (B4GALT1, GALT); (B4GALT1, GALE); (GALE, UGP2); (GALE, GALT); (UGP2, GALT); (G6PC1, PGM1); (G6PC1, PGM1); (G6PC1, PGM1); (G6PC1, PGM1); (G6PC1, PGM1); (G6PC1, PGM1); (GALM, GALK1); (GALM, GLB1); (GALM, LCT); (GALM, GLA); (GALM, AKR1B1); (GALM, AKR1B1); (GALM, AKR1B1); (GALT, GALK1)"
hsa00053,MIOX; UGDH; RGN; UGT2B11; ALDH2; AKR1A1; GUSB,"(MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, UGT2B11); (MIOX, GUSB); (MIOX, GUSB); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGDH, UGT2B11); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (UGT2B11, GUSB); (AKR1A1, RGN); (AKR1A1, MIOX); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, UGT2B11); (AKR1A1, GUSB); (AKR1A1, GUSB)"
hsa00500,GBA3; HK1; GAA; SI; ENPP1; PGM2L1; UGP2; GYG1; PGM1; G6PC1; GCK; GPI; GBE1; TREH; 124905666; AGL,"(GBA3, GAA); (GBA3, GAA); (GBA3, GAA); (GBA3, GAA); (GBA3, SI); (HK1, GPI); (HK1, GPI); (HK1, GPI); (HK1, GPI); (GAA, SI); (GAA, GAA); (GAA, GAA); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, SI); (GAA, GAA); (GAA, GAA); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, SI); (GAA, GAA); (GAA, GAA); (GAA, GAA); (GAA, GAA); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, GBE1); (GAA, AGL); (GAA, AGL); (GAA, AGL); (GAA, AGL); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, SI); (GAA, GAA); (GAA, GAA); (GAA, GAA); (GAA, GAA); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, HK1); (GAA, GBE1); (GAA, AGL); (GAA, AGL); (GAA, AGL); (GAA, AGL); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (GAA, 124905666); (SI, HK1); (SI, HK1); (SI, HK1); (SI, HK1); (ENPP1, GYG1); (ENPP1, GYG1); (ENPP1, GYG1); (ENPP1, GYG1); (ENPP1, AGL); (ENPP1, AGL); (ENPP1, AGL); (ENPP1, AGL); (ENPP1, PGM1); (ENPP1, PGM1); (ENPP1, PGM2L1); (ENPP1, GYG1); (ENPP1, GYG1); (ENPP1, GYG1); (ENPP1, GYG1); (ENPP1, AGL); (ENPP1, AGL); (ENPP1, AGL); (ENPP1, AGL); (ENPP1, PGM1); (ENPP1, PGM1); (ENPP1, PGM2L1); (PGM2L1, UGP2); (PGM2L1, AGL); (PGM2L1, AGL); (PGM2L1, AGL); (PGM2L1, AGL); (PGM2L1, PGM1); (PGM2L1, PGM1); (UGP2, GYG1); (UGP2, GYG1); (UGP2, GYG1); (UGP2, GYG1); (UGP2, AGL); (UGP2, AGL); (UGP2, AGL); (UGP2, AGL); (UGP2, PGM1); (UGP2, PGM1); (GYG1, GBE1); (GYG1, GBE1); (GYG1, GBE1); (GYG1, GBE1); (PGM1, GPI); (PGM1, GCK); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, AGL); (PGM1, AGL); (PGM1, AGL); (PGM1, AGL); (PGM1, GPI); (PGM1, GCK); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, HK1); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, G6PC1); (PGM1, AGL); (PGM1, AGL); (PGM1, AGL); (PGM1, AGL); (G6PC1, GPI); (G6PC1, GPI); (G6PC1, GPI); (GCK, GPI); (GBE1, AGL); (GBE1, AGL); (GBE1, AGL); (GBE1, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, GAA); (124905666, SI); (124905666, GBE1); (124905666, AGL); (124905666, AGL); (124905666, AGL); (124905666, AGL)"
